1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,10,10,10,10,10,10,10,,,3,3,,,,,,7,,,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,,,,,,,,,,,,,,14,14,14,14,14,,15,15,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,32,1,33,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,,,1
1,2,,,,,16,16,16,,,,,,13,13,13,13,13,,13,13,,,,,,,,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
