1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,,,,,12,,,,,14,14,14,14,14,14,14,14,14,,,15,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,11,11,,11,11,,,13,13,13,13,13,13,13,13,13,,,13,,,,,,,7,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,,8,,1,,,,,,,,,,,,,,,,,,,,,,21,,,1
1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,9,1
1,,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,3,3,,,,,40,,41,,,,,,,,,,,,,20,,,,,,,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
