1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,,,,,,,,,,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,2,,11,,,,,,12,,,,,,,,,,,,,,7,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,,8,,1,,,,,,,,,,,,,,,,,,,,,,,,9,1
1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,9,1
1,,,,1,,,,,,,,,,,,,,,,,,,,,,21,,9,1
1,,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,3,3,,,,,40,,41,,,,,,,,,,,,,20,,,,,,,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
